City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,labytnangi,66.6572,66.4183,-23.34,99,100,0.62,RU,1737658540
363,kuruman,-27.4524,23.4325,28.81,25,98,1.88,ZA,1737658541
364,revda,56.801,59.9303,-12.06,72,100,7.08,RU,1737658542
365,westport,41.1415,-73.3579,-0.93,57,20,3.6,US,1737658543
366,richards bay,-28.783,32.0377,22.83,93,13,2.61,ZA,1737658544
367,okha,53.5739,142.9478,-21.77,100,79,2.05,RU,1737658546
368,izazi,-7.2,35.7333,21.54,83,64,0.83,TZ,1737658547
369,papao,-17.75,-149.55,28.82,82,27,7.91,PF,1737658548
370,bayanhongor,46.7167,100.1167,-16.43,79,100,0.97,MN,1737658549
371,mongo,12.1844,18.693,26.56,14,4,3.6,TD,1737658550
372,tomohon,1.3346,124.8392,18.52,98,100,0.46,ID,1737658551
373,egilsstadir,65.2653,-14.3948,3.95,81,100,3.6,IS,1737658552
374,vadso,70.0744,29.7487,-5.91,93,75,3.6,NO,1737658553
375,afaahiti,-17.75,-149.2833,25.72,83,43,7.5,PF,1737658554
376,urangan,-25.3,152.9,26.86,86,25,10.23,AU,1737658555
377,hammerfest,70.6634,23.6821,0.25,100,75,3.09,NO,1737658556
378,choibalsan,48.0667,114.5,-11.55,71,0,2.76,MN,1737658558
379,kabinda,-6.1333,24.4833,19.71,96,80,2.03,CD,1737658559
380,spassk-dal'niy,44.5978,132.8211,-16.71,100,93,0.43,RU,1737658560
381,baotou,40.6522,109.8222,-3.07,46,0,1.33,CN,1737658561
382,katsuura,35.1333,140.3,10.28,64,1,4.38,JP,1737658562
383,east ballina,-28.8667,153.5833,22.07,91,100,2.29,AU,1737658563
384,kialla,-36.4161,145.3954,14.44,73,9,8.57,AU,1737658564
385,beja,36.7256,9.1817,12.82,56,2,1.47,TN,1737658487
386,new norfolk,-42.7826,147.0587,13.84,91,94,1.2,AU,1737658566
387,taunsa,30.7048,70.6505,13.12,35,0,1.32,PK,1737658567
388,labasa,-16.4167,179.3833,26.79,86,90,2.85,FJ,1737658569
389,mogocha,53.7333,119.7667,-25.27,100,53,0.87,RU,1737658570
390,tabou,4.423,-7.3528,27.11,79,20,4.6,CI,1737658571
391,parry sound,45.3501,-80.033,-6.97,86,100,2.88,CA,1737658572
392,bucerias,20.75,-105.3333,23.99,64,0,3.6,MX,1737658573
393,snezhinsk,56.085,60.7314,-9.69,63,100,5.1,RU,1737658574
394,sao gabriel da cachoeira,-0.1303,-67.0892,26.89,83,75,2.06,BR,1737658578
395,kirensk,57.7853,108.1119,-12.4,86,100,3.9,RU,1737658579
396,saint-pierre,-21.3393,55.4781,27.82,69,0,2.57,RE,1737658580
397,peniche,39.3558,-9.3811,14.56,85,97,3.62,PT,1737658582
398,sao jose da coroa grande,-8.8978,-35.1478,28.06,61,3,4.48,BR,1737658583
399,curup,-3.4667,102.5333,20.85,97,100,1.04,ID,1737658584
400,shanhaiguan,39.9988,119.7564,-2.23,68,0,2.94,CN,1737658585
401,hinton,53.4001,-117.5857,-2.02,88,100,1.93,CA,1737658586
402,berriane,32.8265,3.7669,15.17,24,0,3.81,DZ,1737658587
403,bahir dar,11.5936,37.3908,19.76,34,18,2.45,ET,1737658588
404,bonga,7.2833,36.2333,21.35,42,99,0.51,ET,1737658589
405,santa flavia,38.085,13.5351,17.3,64,100,1.34,IT,1737658590
406,bobo-dioulasso,11.1771,-4.2979,34.25,17,83,1.03,BF,1737658591
407,vaasa,63.096,21.6158,-7.99,79,0,2.06,FI,1737658594
408,barra do garcas,-15.89,-52.2567,33.32,62,20,1.54,BR,1737658595
409,arteche,12.2645,125.4048,24.82,92,91,1.04,PH,1737658596
410,uglegorsk,49.0833,142.0333,-11.9,95,18,2.25,RU,1737658597
411,springbok,-29.6643,17.8865,19.75,52,4,2.33,ZA,1737658598
412,aitape,-3.1374,142.3475,25.23,86,72,1.85,PG,1737658599
413,kabompo,-13.5927,24.2008,18.44,96,78,0.91,ZM,1737658600
414,saint augustine beach,29.8505,-81.2654,8.92,65,100,6.17,US,1737658601
415,port douglas,-16.4833,145.4667,27.06,83,25,1.31,AU,1737658370
416,taro,-8.3862,115.28,19.51,97,100,0.57,ID,1737658605
417,mount pearl,47.5166,-52.7813,-6.82,63,75,9.77,CA,1737658606
418,caleta de carquin,-11.0925,-77.6267,23.72,74,17,5.05,PE,1737658607
419,san sebastian de la gomera,28.0916,-17.1133,20.2,63,40,2.57,ES,1737658608
420,szarvas,46.8667,20.55,5.38,94,100,2.31,HU,1737658609
421,kulhudhuffushi,6.6221,73.07,24.78,91,100,4.62,MV,1737658610
422,sanctuary point,-35.1114,150.629,16.9,94,99,4.56,AU,1737658611
423,dhulia,20.9,74.7833,23.04,34,31,3.76,IN,1737658612
424,pisco,-13.7,-76.2167,25.03,69,0,5.66,PE,1737658613
425,fortuna,40.5982,-124.1573,12.21,62,0,3.09,US,1737658615
426,holualoa,19.6228,-155.9522,20.91,91,100,2.06,US,1737658616
427,carnarvon,-24.8667,113.6333,26.03,81,89,7.93,AU,1737658617
428,saldanha,-33.0117,17.9442,22.03,94,16,5.17,ZA,1737658618
429,altay,47.8667,88.1167,-20.79,71,2,3.62,CN,1737658619
430,auki,-8.7676,160.7034,24.66,90,100,1.73,SB,1737658620
431,gaalkacyo,6.7697,47.4308,21.69,70,2,8.39,SO,1737658621
432,nema,57.5067,50.5011,-10.37,92,100,7.12,RU,1737658622
433,rameswaram,9.2833,79.3,25.97,76,67,7.59,IN,1737658623
434,sindirgi,39.2413,28.1784,8.9,84,3,2.09,TR,1737658624
435,krasnoslobodsk,48.7072,44.5714,-4.1,63,75,9.0,RU,1737658626
436,nizhniy odes,63.6445,54.856,-7.82,95,100,4.72,RU,1737658627
437,moyale,3.5167,39.0584,24.84,37,84,8.06,KE,1737658628
438,jiagedaqi,50.4167,124.1167,-25.02,100,44,1.49,CN,1737658629
439,kavaratti,10.5669,72.642,27.3,72,14,2.52,IN,1737658630
440,yasinya,48.2794,24.3604,1.3,99,100,1.91,UA,1737658631
441,catabola,-12.15,17.2833,19.32,71,99,1.4,AO,1737658632
442,arcachon,44.5875,-1.0519,5.03,87,0,1.03,FR,1737658451
443,timbuktu,16.7735,-3.0074,29.44,15,5,3.94,ML,1737658634
444,kismayo,-0.3582,42.5454,25.47,84,16,8.07,SO,1737658637
445,hilo,19.7297,-155.09,24.72,78,100,0.89,US,1737658638
446,mainit,9.535,125.5231,24.76,87,100,1.17,PH,1737658639
447,kingman,35.1894,-114.053,8.98,6,0,6.17,US,1737658620
448,kuala belait,4.5833,114.1833,24.23,94,100,1.7,BN,1737658641
449,acapulco de juarez,16.8634,-99.8901,25.67,66,0,2.76,MX,1737658471
450,svetlyy,54.675,20.1347,1.79,98,100,6.73,RU,1737658643
451,kurchum,48.5722,83.6542,-26.77,95,41,2.6,KZ,1737658644
452,ulladulla,-35.35,150.4667,16.56,92,99,4.52,AU,1737658645
453,yarmouth,41.7057,-70.2286,-0.51,70,100,0.89,US,1737658646
454,kolondieba,11.0882,-6.8926,30.43,16,7,1.49,ML,1737658648
455,minas,-34.3759,-55.2377,35.34,26,3,1.66,UY,1737658649
456,aswan,24.0934,32.907,20.61,30,0,2.06,EG,1737658650
457,wakkanai,45.4094,141.6739,-1.17,87,48,3.1,JP,1737658651
458,kembe,4.6228,21.8865,25.97,36,62,0.96,CF,1737658652
459,damara,4.9608,18.7035,30.21,39,100,1.67,CF,1737658653
460,lincoln,40.8,-96.667,-5.41,56,100,6.69,US,1737658654
461,pimampiro,0.4,-77.9667,21.28,44,26,4.05,EC,1737658655
462,castillos,-34.1667,-53.8333,26.81,65,89,5.31,UY,1737658656
463,paide,58.8856,25.5572,0.18,94,100,3.6,EE,1737658657
464,happy valley-goose bay,53.3168,-60.3315,-14.83,61,20,7.72,CA,1737658659
465,melfort,52.8667,-104.6177,-8.93,79,100,6.17,CA,1737658660
466,nadi,-17.8,177.4167,25.0,94,40,0.0,FJ,1737658661
467,buckeye,33.3703,-112.5838,16.79,7,0,3.6,US,1737658374
468,chimbarongo,-34.7,-71.05,32.86,10,0,3.66,CL,1737658663
469,masuda,34.6667,131.85,5.86,78,100,2.52,JP,1737658664
470,kolyvan',55.3053,82.7391,-23.27,93,100,4.83,RU,1737658665
471,ozernyy,55.5802,32.4127,-1.1,90,91,3.27,RU,1737658666
472,tindouf,27.6711,-8.1474,22.25,12,0,1.54,DZ,1737658667
473,trongsa,27.5026,90.5072,3.4,75,100,0.53,BT,1737658669
474,pathein,16.7833,94.7333,19.17,88,100,2.06,MM,1737658670
475,zambezi,-13.5432,23.1047,19.65,88,82,0.89,ZM,1737658671
476,marquette,46.5333,-87.6335,-11.21,68,100,3.13,US,1737658672
477,montelimar,44.5584,4.7509,8.74,85,3,3.53,FR,1737658673
478,ullal,12.8,74.85,25.53,78,63,0.0,IN,1737658674
479,port moresby,-9.4431,147.1797,24.13,90,100,3.62,PG,1737658675
480,aykhal,66.0,111.5,-18.14,89,100,11.34,RU,1737658676
481,northam,51.0333,-4.2167,7.11,74,100,1.34,GB,1737658677
482,ola,59.5833,151.2833,-25.3,85,96,2.88,RU,1737658678
483,lebanon,36.2081,-86.2911,6.01,47,0,3.09,US,1737658679
484,berdigestyakh,62.0989,126.6992,-15.76,92,100,2.95,RU,1737658681
485,valle de santiago,20.3833,-101.2,27.53,18,0,0.43,MX,1737658683
486,paita,-5.0892,-81.1144,24.53,70,7,6.5,PE,1737658684
487,barra do corda,-5.5,-45.25,28.99,75,100,1.36,BR,1737658685
488,pyin oo lwin,22.0333,96.4667,13.99,57,0,0.3,MM,1737658686
489,tchollire,8.4022,14.1698,26.9,16,3,1.09,CM,1737658687
490,alotau,-10.3069,150.4462,25.73,92,100,1.62,PG,1737658688
491,santa elena de uairen,4.6167,-61.1333,25.77,55,100,1.69,VE,1737658690
492,karratha,-20.7377,116.8463,29.4,71,34,8.19,AU,1737658691
493,sicuani,-14.2694,-71.2261,12.92,71,100,5.52,PE,1737658692
494,nar'yan-mar,67.6713,53.087,-14.28,97,100,2.22,RU,1737658693
495,vilyuchinsk,52.9306,158.4028,-15.85,90,13,4.1,RU,1737658694
496,tyukalinsk,55.8732,72.1967,-28.8,91,28,3.69,RU,1737658695
497,luena,-11.7833,19.9167,20.99,67,100,0.46,AO,1737658696
498,snyder,32.7179,-100.9176,6.19,24,75,4.12,US,1737658697
499,rakops,-21.0167,24.3333,26.84,45,27,2.79,BW,1737658698
500,todos santos,23.45,-110.2167,20.25,69,100,4.19,MX,1737658700
501,tanaina,61.6269,-149.4281,1.69,93,100,4.63,US,1737658701
502,mutsu,41.2894,141.2169,3.84,78,100,7.15,JP,1737658702
503,singaraja,-8.112,115.0882,26.03,82,100,3.28,ID,1737658703
504,yuzhno-kurilsk,44.0306,145.8556,0.79,98,100,2.84,RU,1737658704
505,north bend,43.4065,-124.2243,10.09,71,0,1.54,US,1737658705
506,chunskiy,56.0815,99.6342,-21.81,98,100,1.04,RU,1737658706
507,portachuelo,-17.35,-63.4,26.02,81,76,5.11,BO,1737658707
508,levuka,50.1834,-105.4011,-7.15,79,75,7.72,CA,1737658708
509,manggar,-2.8833,108.2667,25.82,87,100,1.8,ID,1737658709
510,voskresenskoye,56.8381,45.4317,-7.88,92,100,5.14,RU,1737658710
511,motueka,-41.1333,173.0167,20.05,82,100,1.5,NZ,1737658711
512,hastings,50.8552,0.5729,8.21,50,81,11.08,GB,1737658713
513,pacific grove,36.6177,-121.9166,19.12,68,0,1.45,US,1737658714
514,bahia blanca,-38.7196,-62.2724,36.48,16,100,5.51,AR,1737658715
515,thinadhoo,0.5333,72.9333,27.48,76,100,4.94,MV,1737658716
516,pavlohrad,48.5167,35.8667,1.44,92,100,3.35,UA,1737658717
517,las cruces,32.3123,-106.7783,6.11,22,0,4.92,US,1737658537
518,vila do maio,15.1333,-23.2167,22.23,67,49,9.36,CV,1737658719
519,pangody,65.85,74.4859,-23.72,94,100,4.3,RU,1737658720
520,kaa-khem,51.6833,94.7333,-20.08,95,85,2.11,RU,1737658721
521,bhan,26.5583,67.7214,14.78,20,0,1.99,PK,1737658722
522,kestel,40.1983,29.2124,9.24,81,18,1.14,TR,1737658723
523,posto fiscal rolim de moura,-13.0833,-62.2667,29.2,61,96,1.39,BR,1737658725
524,xining,36.6167,101.7667,-1.75,54,100,0.57,CN,1737658726
525,mana,5.6592,-53.7767,25.0,90,100,4.26,GF,1737658727
526,deridder,30.8463,-93.289,10.98,30,0,3.09,US,1737658728
527,cole harbour,44.6724,-63.4751,-3.91,72,100,7.2,CA,1737658729
528,semenov,56.7875,44.493,-7.59,93,100,4.76,RU,1737658730
529,bubaque,11.2833,-15.8333,24.29,72,5,9.12,GW,1737658731
530,al bardiyah,31.7561,25.0865,15.17,66,7,3.0,LY,1737658732
531,jebrail,39.3992,47.0283,1.53,91,14,0.08,AZ,1737658733
532,ndele,8.4109,20.6473,26.61,15,0,2.57,CF,1737658734
533,lycksele,64.5954,18.6735,-24.33,100,85,0.64,SE,1737658735
534,antofagasta,-23.65,-70.4,23.6,74,28,4.12,CL,1737658564
535,georgetown,5.4112,100.3354,25.96,93,20,1.54,MY,1737658738
536,lompoc,34.6391,-120.4579,22.61,18,0,2.38,US,1737658739
537,kirakira,-10.4544,161.9205,26.41,83,99,1.51,SB,1737658740
538,lockport,41.5895,-88.0578,-5.88,70,0,5.14,US,1737658741
539,nuku'alofa,-21.1333,-175.2,25.19,100,75,0.51,TO,1737658742
540,queenstown,-31.8976,26.8753,20.95,71,61,2.42,ZA,1737658743
541,weyburn,49.6668,-103.8511,-7.88,73,100,4.63,CA,1737658744
542,pirane,-25.7324,-59.1088,36.97,32,100,4.77,AR,1737658745
543,bodo,67.28,14.405,-1.98,64,0,7.2,NO,1737658746
544,shache,38.4167,77.2406,-0.4,34,0,2.58,CN,1737658747
545,sur,22.5667,59.5289,19.08,45,0,6.08,OM,1737658748
546,skowhegan,44.7651,-69.7192,-4.97,53,100,3.73,US,1737658750
547,floro,61.5996,5.0328,-0.02,86,0,3.09,NO,1737658751
548,bonthe,7.5264,-12.505,26.73,70,10,4.86,SL,1737658752
549,shiqian,27.5225,108.2281,10.92,87,100,1.51,CN,1737658753
550,port shepstone,-30.7414,30.455,23.87,87,100,4.04,ZA,1737658754
551,kloulklubed,7.0419,134.2556,27.9,78,79,6.7,PW,1737658755
552,klyuchi,52.2667,79.1667,-22.96,94,100,4.36,RU,1737658756
553,nyurba,63.2842,118.3319,-6.09,74,70,6.15,RU,1737658757
554,mejit,10.2753,170.8646,26.31,74,5,9.62,MH,1737658758
555,yuanping,38.7153,112.7575,-1.69,59,3,0.33,CN,1737658759
556,nuuk,64.1835,-51.7216,-8.66,73,40,4.63,GL,1737658760
557,kristiansund,63.1115,7.732,-0.64,74,0,3.09,NO,1737658762
558,prince george,53.9166,-122.753,-0.77,95,0,4.63,CA,1737658763
559,san clemente del tuyu,-36.3569,-56.7235,23.83,68,0,4.97,AR,1737658548
560,marivan,35.5219,46.176,4.53,60,99,0.65,IR,1737658765
561,kanniyakumari,8.0833,77.5667,25.6,75,88,9.33,IN,1737658766
562,kostanay,53.1667,63.5833,-18.84,78,0,6.0,KZ,1737658540
563,south hedland,-20.4089,118.5983,29.96,79,2,5.66,AU,1737658768
564,razam,18.4667,83.6667,18.79,85,0,0.28,IN,1737658769
565,santiago de chuco,-8.15,-78.1833,13.64,73,100,1.2,PE,1737658770
566,gadzhiyevo,69.2551,33.3362,-12.74,90,100,7.28,RU,1737658772
567,kulykivka,51.3735,31.6466,-0.2,95,100,3.48,UA,1737658773
568,nova xavantina,-14.6667,-52.35,30.98,62,83,0.98,BR,1737658774
569,newton,42.337,-71.2092,-0.42,52,0,4.63,US,1737658775
570,palmer,42.1584,-72.3287,-1.71,53,98,1.34,US,1737658776
571,lysekil,58.2743,11.4358,2.84,98,100,0.89,SE,1737658777
572,diboll,31.1871,-94.781,11.23,35,50,2.48,US,1737658778
573,kill devil hills,36.0307,-75.676,1.1,75,0,4.12,US,1737658779
574,yanchep,-31.55,115.6833,24.05,75,18,3.62,AU,1737658780
575,general villegas,-35.0328,-63.0125,39.56,17,0,4.48,AR,1737658781
576,sidi merouane,36.5206,6.2611,12.77,56,0,0.71,DZ,1737658783
577,svetlogorsk,52.6333,29.7333,0.69,95,100,4.11,BY,1737658784
578,ambon,-3.6954,128.1814,29.57,100,100,1.12,ID,1737658785
